codice;regione;denominazione;anno;contributi;valoreProduzione;costiProduzione;costoPersonale;ammortamenti;risultatoEsercizio;totaleAttivo;patrimonioNetto;debiti
030980;Lombardia;"AZIENDA OSPEDALIERA VALTELLINA E VALCHIAVENNA";2014;83800000;233711000;223550000;135537000;6811000;;197103000;76585000;107678000
030980;Lombardia;"AZIENDA OSPEDALIERA VALTELLINA E VALCHIAVENNA";2015;75616000;227650000;222761000;134888000;6519000;;119807000;69801000;35834000
030991;Lombardia;"AZIENDA REGIONALE EMERGENZA URGENZA -AREU 118 LOMBARDIA";2012;230691000;229478000;229262000;1952000;1546000;;30418000;8857000;16418000
030991;Lombardia;"AZIENDA REGIONALE EMERGENZA URGENZA -AREU 118 LOMBARDIA";2013;228167000;229993000;230326000;2282000;2239000;;36827000;11763000;17661000
030991;Lombardia;"AZIENDA REGIONALE EMERGENZA URGENZA -AREU 118 LOMBARDIA";2014;232748000;235317000;235082000;3147000;2359000;;65130000;14559000;32128000
030991;Lombardia;"AZIENDA REGIONALE EMERGENZA URGENZA -AREU 118 LOMBARDIA";2015;232218000;240162000;239393000;6979000;2472000;;47021000;13821000;10728000
030991;Lombardia;"AZIENDA REGIONALE EMERGENZA URGENZA -AREU 118 LOMBARDIA";2016;234227000;238444000;241333000;7590000;2212000;;48717000;11770000;14744000
030991;Lombardia;"AZIENDA REGIONALE EMERGENZA URGENZA -AREU 118 LOMBARDIA";2017;237819000;246605000;245944000;8849000;1993000;;47813000;10775000;16582000
030991;Lombardia;"AZIENDA REGIONALE EMERGENZA URGENZA -AREU 118 LOMBARDIA";2018;238185000;248997000;248548000;9900000;1681000;;41719000;9878000;16112000
030991;Lombardia;"AZIENDA REGIONALE EMERGENZA URGENZA -AREU 118 LOMBARDIA";2019;237631087;248787133;248015455;10595663;1356832;;37961256;8856434;22004504
030991;Lombardia;"AZIENDA REGIONALE EMERGENZA URGENZA -AREU 118 LOMBARDIA";2020;281130029;291228718;291622847;13315369;1771127;;64648878;10828111;25358416
030992;Lombardia;"AGENZIA DI CONTROLLO DEL SISTEMA SOCIO SANITARIO LOMBARDO";2016;750000;750000;721000;;;;444000;;444000
030992;Lombardia;"AGENZIA DI CONTROLLO DEL SISTEMA SOCIO SANITARIO LOMBARDO";2017;1993000;1993000;1927000;106000;;;1674000;;1484000
030992;Lombardia;"AGENZIA DI CONTROLLO DEL SISTEMA SOCIO SANITARIO LOMBARDO";2018;2090000;2090000;2096000;424000;;;1618000;;1344000
030992;Lombardia;"AGENZIA DI CONTROLLO DEL SISTEMA SOCIO SANITARIO LOMBARDO";2019;2181987;2181987;2059756;541763;;;1731702;;1445355
030992;Lombardia;"AGENZIA DI CONTROLLO DEL SISTEMA SOCIO SANITARIO LOMBARDO";2020;2051633;2051633;1936041;396126;;;1956113;;1664930
030992;Lombardia;"AGENZIA DI CONTROLLO DEL SISTEMA SOCIO SANITARIO LOMBARDO";2021;2093408;2093408;1987727;643115;;;1956551;;1636916
030992;Lombardia;"AGENZIA DI CONTROLLO DEL SISTEMA SOCIO SANITARIO LOMBARDO";2022;2062467;2062467;1929484;637455;;;1381030;;1054524
030992;Lombardia;"AGENZIA DI CONTROLLO DEL SISTEMA SOCIO SANITARIO LOMBARDO";2023;2019276;2019276;1875593;936758;;;23906703;22416886;1159101
030992;Lombardia;"AGENZIA DI CONTROLLO DEL SISTEMA SOCIO SANITARIO LOMBARDO";2024;16564265;16655799;16498731;1303367;;;171628840;136388237;1457631
030993;Lombardia;"AGENZIA REGIONALE EMERGENZA URGENZA - LOMBARDIA";2021;306896232;314722824;313296254;24360434;2070774;;113265536;16662869;63177950
030993;Lombardia;"AGENZIA REGIONALE EMERGENZA URGENZA - LOMBARDIA";2022;305475244;324812877;326156657;33202221;2618753;;142697921;19332913;88395868
030993;Lombardia;"AGENZIA REGIONALE EMERGENZA URGENZA - LOMBARDIA";2023;310133953;338283148;343727131;36581675;2334524;;158172754;38058747;111216403
030993;Lombardia;"AGENZIA REGIONALE EMERGENZA URGENZA - LOMBARDIA";2024;327496533;332594284;335350210;36825674;2245572;;152758224;48547863;92204590
041201;P. A. Bolzano;"AZIENDA SANITARIA DELL'ALTO ADIGE";2012;1062370000;1182066000;1172085000;592847000;24698000;-4078000;706534000;345243000;260546000
041201;P. A. Bolzano;"AZIENDA SANITARIA DELL'ALTO ADIGE";2013;1058127000;1184110000;1168401000;591724000;24512000;-3949000;700247000;347472000;248612000
041201;P. A. Bolzano;"AZIENDA SANITARIA DELL'ALTO ADIGE";2014;1053522000;1194791000;1186426000;577781000;42774000;205000;667003000;337797000;221905000
041201;P. A. Bolzano;"AZIENDA SANITARIA DELL'ALTO ADIGE";2015;1101169000;1218426000;1177833000;585278000;21535000;19581000;718169000;367747000;235667000
041201;P. A. Bolzano;"AZIENDA SANITARIA DELL'ALTO ADIGE";2016;1130141000;1252614000;1198548000;579434000;22211000;19451000;763249000;390236000;251912000
041201;P. A. Bolzano;"AZIENDA SANITARIA DELL'ALTO ADIGE";2017;1168432000;1294382000;1253343000;599399000;23350000;12691000;817262000;422752000;253693000
041201;P. A. Bolzano;"AZIENDA SANITARIA DELL'ALTO ADIGE";2018;1197310000;1332759000;1281919000;627751000;26063000;17621000;904120000;446351000;256653000
041201;P. A. Bolzano;"AZIENDA SANITARIA DELL'ALTO ADIGE";2019;1247061140.39;1382351170.73;1328673535.87;629742764.94;25995088;27632395.09;942845819.92;481757332.49;244963840.3
041201;P. A. Bolzano;"AZIENDA SANITARIA DELL'ALTO ADIGE";2020;1395113640.43;1521556858.14;1479367528.31;675169008.23;27189818.58;27114206.72;1209901066.92;615935332.43;313741995.62
041201;P. A. Bolzano;"AZIENDA SANITARIA DELL'ALTO ADIGE";2021;1412974446.59;1587540116.84;1548597126.44;713733355.03;31218907.59;8335457.34;1230750874.28;675404154.62;321327989.39
041201;P. A. Bolzano;"AZIENDA SANITARIA DELL'ALTO ADIGE";2022;1423139616.26;1581017672.46;1589621327.47;690760203.83;32567072.12;-18012010.22;1302205690.65;715669687.51;295112929.26
041201;P. A. Bolzano;"AZIENDA SANITARIA DELL'ALTO ADIGE";2023;1553547447.97;1738461445.17;1641187723.11;741519126.97;32080189.69;17511129.44;1411237551.98;761637090.46;319895209.77
041201;P. A. Bolzano;"AZIENDA SANITARIA DELL'ALTO ADIGE";2024;1642807038.29;1805678600.15;1717104868.86;798394134.27;34131079.72;36059715.77;1599612277.41;881041046.19;396291614.88
042101;P. A. Trento;"AZIENDA SANITARIA UNIVERSITARIA INTEGRATA DEL TRENTINO";2012;1129903000;1257412000;1226444000;416808000;39017000;63000;874146000;536840000;232080000
042101;P. A. Trento;"AZIENDA SANITARIA UNIVERSITARIA INTEGRATA DEL TRENTINO";2013;1122298000;1252045000;1224089000;420647000;40522000;19000;914088000;562600000;233168000
042101;P. A. Trento;"AZIENDA SANITARIA UNIVERSITARIA INTEGRATA DEL TRENTINO";2014;1123069000;1251388000;1225699000;421265000;39081000;17000;919949000;538134000;233792000
042101;P. A. Trento;"AZIENDA SANITARIA UNIVERSITARIA INTEGRATA DEL TRENTINO";2015;1096007000;1234769000;1229902000;419294000;38022000;23000;916379000;523449000;249870000
042101;P. A. Trento;"AZIENDA SANITARIA UNIVERSITARIA INTEGRATA DEL TRENTINO";2016;1121686000;1262599000;1244211000;423758000;35696000;31000;975856000;577922000;268933000
042101;P. A. Trento;"AZIENDA SANITARIA UNIVERSITARIA INTEGRATA DEL TRENTINO";2017;1155020000;1305351000;1286797000;434668000;31285000;87000;965949000;560176000;259140000
042101;P. A. Trento;"AZIENDA SANITARIA UNIVERSITARIA INTEGRATA DEL TRENTINO";2018;1173127000;1318117000;1308652000;443034000;30116000;63000;1025056000;605087000;277172000
042101;P. A. Trento;"AZIENDA SANITARIA UNIVERSITARIA INTEGRATA DEL TRENTINO";2019;1185707245.91;1331149545;1335149395.09;445283664.72;30115124.35;17902.58;983060429.88;603099696.58;246283785.35
042101;P. A. Trento;"AZIENDA SANITARIA UNIVERSITARIA INTEGRATA DEL TRENTINO";2020;1263765762.13;1409843322.44;1389889694.5;469463615.15;31680066.9;16967.97;506802743.27;591161430.87;283774189.35
042101;P. A. Trento;"AZIENDA SANITARIA UNIVERSITARIA INTEGRATA DEL TRENTINO";2021;1263791320.35;1428127084.36;1409298036.53;466688871.21;34578840.03;42978.71;1014682688.4100001;590381652.1;270629233.29
042101;P. A. Trento;"AZIENDA SANITARIA UNIVERSITARIA INTEGRATA DEL TRENTINO";2022;1336302320.32;1567378463.6;1536537848.41;494459973.95;36690298.57;35810.21;1192210965.79;658031878.79;337122361.05
042101;P. A. Trento;"AZIENDA SANITARIA UNIVERSITARIA INTEGRATA DEL TRENTINO";2023;1409167194.54;1588384950.88;1556514890.81;499628458.77;36813930.54;40226.47;1216781943.1399999;669713186.33;341014840.54
042101;P. A. Trento;"AZIENDA SANITARIA UNIVERSITARIA INTEGRATA DEL TRENTINO";2024;1475612828.52;1679414928.97;1633266556.34;524706290.14;39013808.19;22669.49;1194024906.8799999;704139383.5;286564886.55
050101;Veneto;"AZIENDA ULSS N.1 DOLOMITI";2012;247962000;295428000;292149000;104049000;9078000;-4119000;115633000;-8171000;120974000
050101;Veneto;"AZIENDA ULSS N.1 DOLOMITI";2013;244072000;291834000;292985000;103900000;8865000;-9197000;111350000;14049000;92254000
050101;Veneto;"AZIENDA ULSS N.1 DOLOMITI";2014;244214000;290440000;290603000;103099000;8265000;-7890000;131413000;42417000;80833000
050101;Veneto;"AZIENDA ULSS N.1 DOLOMITI";2015;244755000;289242000;291542000;102355000;7972000;-9556000;127786000;47277000;69709000
050101;Veneto;"AZIENDA ULSS N.1 DOLOMITI";2016;245339000;291053000;291497000;100465000;7677000;-6358000;126276000;50644000;60283000
050102;Veneto;"AZIENDA ULSS N. 2 FELTRE";2012;151827000;180203000;173725000;57172000;4511000;1456000;72535000;32897000;36703000
050102;Veneto;"AZIENDA ULSS N. 2 FELTRE";2013;149284000;174855000;172053000;57378000;4317000;24000;72098000;35320000;34793000
050102;Veneto;"AZIENDA ULSS N. 2 FELTRE";2014;151050000;177222000;172599000;57055000;3973000;90000;78991000;44594000;30152000
050102;Veneto;"AZIENDA ULSS N. 2 FELTRE";2015;151361000;177382000;173728000;57294000;3851000;26000;98230000;49841000;44633000
050102;Veneto;"AZIENDA ULSS N. 2 FELTRE";2016;158087000;179207000;174607000;57190000;3772000;11000;105423000;55478000;46875000
050103;Veneto;"AZIENDA ULSS N. 7 PEDEMONTANA";2012;286435000;321245000;311241000;87473000;13709000;358000;161344000;81052000;76537000
050103;Veneto;"AZIENDA ULSS N. 7 PEDEMONTANA";2013;285846000;320290000;308395000;87187000;12820000;7312000;157313000;86683000;67304000
050103;Veneto;"AZIENDA ULSS N. 7 PEDEMONTANA";2014;289046000;316467000;310428000;87039000;12081000;551000;166516000;98310000;62829000
050103;Veneto;"AZIENDA ULSS N. 7 PEDEMONTANA";2015;286363000;316685000;308816000;86904000;12027000;2214000;172446000;105911000;62385000
050103;Veneto;"AZIENDA ULSS N. 7 PEDEMONTANA";2016;281119000;316932000;313248000;87038000;10470000;150000;160730000;101425000;51339000
050104;Veneto;"AZIENDA ULSS N. 4 ALTO VICENTINO";2012;295797000;326360000;325616000;88957000;10151000;398000;241130000;168936000;63276000
050104;Veneto;"AZIENDA ULSS N. 4 ALTO VICENTINO";2013;293582000;323052000;336900000;90214000;11524000;-18079000;228164000;147053000;69117000
050104;Veneto;"AZIENDA ULSS N. 4 ALTO VICENTINO";2014;299290000;328707000;339122000;90009000;9149000;-17530000;242813000;146351000;80713000
050104;Veneto;"AZIENDA ULSS N. 4 ALTO VICENTINO";2015;296610000;325053000;337257000;90131000;8058000;-18573000;248642000;143747000;82693000
050104;Veneto;"AZIENDA ULSS N. 4 ALTO VICENTINO";2016;296936000;328171000;339694000;91704000;7902000;-17997000;222288000;142295000;58496000
050105;Veneto;"AZIENDA ULSS N. 5 OVEST VICENTINO";2012;278157000;308079000;302581000;90603000;8134000;32000;77167000;-8942000;81515000
050105;Veneto;"AZIENDA ULSS N. 5 OVEST VICENTINO";2013;278555000;304121000;296516000;90181000;6652000;2163000;68267000;-9633000;73567000
050105;Veneto;"AZIENDA ULSS N. 5 OVEST VICENTINO";2014;292290000;301250000;293466000;89179000;6161000;1535000;150540000;77092000;68200000
050105;Veneto;"AZIENDA ULSS N. 5 OVEST VICENTINO";2015;278811000;302252000;295325000;89042000;5893000;709000;153361000;79573000;67747000
050105;Veneto;"AZIENDA ULSS N. 5 OVEST VICENTINO";2016;278595000;306175000;300147000;89064000;5882000;113000;141314000;77407000;55280000
050106;Veneto;"AZIENDA ULSS N.8 BERICA";2012;528082000;670230000;661504000;181632000;16873000;-5576000;257519000;-51216000;295884000
050106;Veneto;"AZIENDA ULSS N.8 BERICA";2013;516319000;653222000;642421000;181252000;16053000;1601000;238929000;1607000;225164000
050106;Veneto;"AZIENDA ULSS N.8 BERICA";2014;518632000;643975000;641657000;181847000;15689000;4228000;284373000;126724000;145899000
050106;Veneto;"AZIENDA ULSS N.8 BERICA";2015;517983000;666656000;657871000;181847000;14332000;-5473000;266697000;123294000;131982000
050106;Veneto;"AZIENDA ULSS N.8 BERICA";2016;518196000;669816000;661544000;183009000;13847000;238000;265272000;133119000;116376000
050107;Veneto;"AZIENDA ULSS N.7 PIEVE DI SOLIGO";2012;344894000;388985000;375503000;104587000;14298000;8010000;225304000;132018000;79284000
050107;Veneto;"AZIENDA ULSS N.7 PIEVE DI SOLIGO";2013;339921000;381175000;367895000;104440000;13800000;6338000;204568000;128072000;62687000
050107;Veneto;"AZIENDA ULSS N.7 PIEVE DI SOLIGO";2014;342855000;372989000;370846000;104131000;12299000;1909000;204780000;137498000;59385000
050107;Veneto;"AZIENDA ULSS N.7 PIEVE DI SOLIGO";2015;343888000;378633000;369174000;104083000;11392000;2182000;209949000;142921000;59344000
050107;Veneto;"AZIENDA ULSS N.7 PIEVE DI SOLIGO";2016;339152000;372126000;365667000;104063000;9578000;217000;212997000;146632000;55388000
050108;Veneto;"AZIENDA ULSS N.8 ASOLO";2012;386451000;444644000;432102000;114174000;7662000;5941000;195751000;98767000;91105000
050108;Veneto;"AZIENDA ULSS N.8 ASOLO";2013;387240000;438851000;432297000;113950000;8071000;2526000;195318000;101359000;82723000
050108;Veneto;"AZIENDA ULSS N.8 ASOLO";2014;390614000;437150000;432653000;113481000;8058000;4152000;202863000;113600000;73119000
050108;Veneto;"AZIENDA ULSS N.8 ASOLO";2015;388830000;442030000;437734000;114417000;8153000;311000;211347000;112843000;81905000
050108;Veneto;"AZIENDA ULSS N.8 ASOLO";2016;388834000;440798000;440214000;112995000;8287000;516000;200669000;111442000;67121000
050109;Veneto;"AZIENDA ULSS N.2 MARCA TREVIGIANA";2012;678789000;814042000;789935000;201193000;22237000;395000;343215000;109396000;219846000
050109;Veneto;"AZIENDA ULSS N.2 MARCA TREVIGIANA";2013;654760000;789579000;778926000;201819000;20543000;1212000;328622000;109167000;200015000
050109;Veneto;"AZIENDA ULSS N.2 MARCA TREVIGIANA";2014;662725000;793042000;778073000;201940000;19071000;1285000;389087000;168460000;195612000
050109;Veneto;"AZIENDA ULSS N.2 MARCA TREVIGIANA";2015;665178000;798158000;794312000;202272000;18030000;-9776000;387187000;156817000;193782000
050109;Veneto;"AZIENDA ULSS N.2 MARCA TREVIGIANA";2016;673454000;805763000;801946000;202868000;17136000;-7743000;360207000;170866000;147132000
050110;Veneto;"AZIENDA ULSS N.4 VENETO ORIENTALE";2012;343501000;385092000;384769000;110327000;8826000;-6679000;122030000;-39712000;150495000
050110;Veneto;"AZIENDA ULSS N.4 VENETO ORIENTALE";2013;341871000;379614000;393987000;110108000;8939000;-16949000;138151000;-35287000;160085000
050110;Veneto;"AZIENDA ULSS N.4 VENETO ORIENTALE";2014;347921000;380022000;390794000;108943000;8677000;-21471000;183134000;38285000;129787000
050110;Veneto;"AZIENDA ULSS N.4 VENETO ORIENTALE";2015;335865000;375380000;387960000;108688000;8234000;-19984000;173737000;40877000;112875000
050110;Veneto;"AZIENDA ULSS N.4 VENETO ORIENTALE";2016;342964000;384014000;386973000;108031000;8429000;-11575000;174541000;49678000;102343000
050112;Veneto;"AZIENDA ULSS N.3 SERENISSIMA";2012;575284000;694707000;723699000;198954000;18272000;-55194000;430925000;-58739000;482311000
050112;Veneto;"AZIENDA ULSS N.3 SERENISSIMA";2013;570520000;682165000;707745000;197812000;16069000;-47421000;420733000;82662000;326873000
050112;Veneto;"AZIENDA ULSS N.3 SERENISSIMA";2014;574964000;696790000;738001000;198392000;16007000;-68428000;467541000;106839000;341509000
050112;Veneto;"AZIENDA ULSS N.3 SERENISSIMA";2015;563984000;704030000;746187000;199523000;15872000;-53641000;556652000;162650000;375076000
050112;Veneto;"AZIENDA ULSS N.3 SERENISSIMA";2016;565178000;710027000;746364000;199110000;15623000;-57024000;438917000;155826000;262203000
050113;Veneto;"AZIENDA ULSS N.13 MIRANO";2012;407771000;456820000;442426000;122484000;9286000;3280000;105802000;-54998000;156199000
050113;Veneto;"AZIENDA ULSS N.13 MIRANO";2013;411412000;456797000;440638000;122131000;8321000;7303000;116241000;-14763000;124117000
050113;Veneto;"AZIENDA ULSS N.13 MIRANO";2014;419984000;450162000;444004000;121405000;8053000;1391000;159796000;50376000;99999000
050113;Veneto;"AZIENDA ULSS N.13 MIRANO";2015;414036000;452957000;445253000;121008000;7536000;1093000;169095000;61621000;95824000
050113;Veneto;"AZIENDA ULSS N.13 MIRANO";2016;415542000;456033000;453098000;121247000;7523000;391000;147947000;58096000;75721000
050114;Veneto;"AZIENDA ULSS N.14 CHIOGGIA";2012;118899000;128219000;139360000;35646000;3922000;-14217000;55299000;-57542000;110435000
050114;Veneto;"AZIENDA ULSS N.14 CHIOGGIA";2013;120444000;129856000;138296000;36259000;3767000;-7993000;67463000;-3717000;67862000
050114;Veneto;"AZIENDA ULSS N.14 CHIOGGIA";2014;123770000;130285000;138171000;36404000;3556000;-10917000;65507000;17089000;43664000
050114;Veneto;"AZIENDA ULSS N.14 CHIOGGIA";2015;119792000;130302000;138376000;36534000;4052000;-9979000;68283000;23663000;39047000
050114;Veneto;"AZIENDA ULSS N.14 CHIOGGIA";2016;121799000;132737000;138959000;37134000;4518000;-7966000;65900000;26777000;31830000
050115;Veneto;"AZIENDA ULSS N.15 ALTA PADOVANA";2012;405552000;460349000;445736000;125457000;10556000;325000;149364000;-35275000;181934000
050115;Veneto;"AZIENDA ULSS N.15 ALTA PADOVANA";2013;401052000;451979000;432527000;125233000;8134000;5084000;159568000;972000;151883000
050115;Veneto;"AZIENDA ULSS N.15 ALTA PADOVANA";2014;400834000;444244000;433225000;125167000;7884000;2578000;188235000;70871000;103412000
050115;Veneto;"AZIENDA ULSS N.15 ALTA PADOVANA";2015;396824000;445659000;435688000;125110000;7974000;1015000;214976000;79815000;117842000
050115;Veneto;"AZIENDA ULSS N.15 ALTA PADOVANA";2016;393208000;449347000;440611000;125327000;8444000;543000;204683000;82683000;104431000
050116;Veneto;"AZIENDA ULSS N.6 EUGANEA";2012;814648000;936447000;940719000;132090000;13990000;-4652000;240219000;-118667000;343830000
050116;Veneto;"AZIENDA ULSS N.6 EUGANEA";2013;805742000;922078000;937828000;132827000;13104000;-16909000;236749000;-94031000;314490000
050116;Veneto;"AZIENDA ULSS N.6 EUGANEA";2014;805122000;932972000;941059000;132255000;11417000;-17731000;257463000;-20562000;256563000
050116;Veneto;"AZIENDA ULSS N.6 EUGANEA";2015;804283000;925057000;938653000;129321000;10572000;-24792000;309447000;54258000;233311000
050116;Veneto;"AZIENDA ULSS N.6 EUGANEA";2016;821532000;953186000;964025000;127974000;9903000;-21771000;282006000;70168000;190700000
050117;Veneto;"AZIENDA ULSS N.17 MONSELICE";2012;289839000;329813000;322276000;90429000;6597000;2829000;158746000;66265000;87106000
050117;Veneto;"AZIENDA ULSS N.17 MONSELICE";2013;289774000;327519000;320301000;89841000;5677000;1273000;164754000;69912000;88233000
050117;Veneto;"AZIENDA ULSS N.17 MONSELICE";2014;295710000;330583000;328106000;92085000;7285000;141000;232437000;125925000;99696000
050117;Veneto;"AZIENDA ULSS N.17 MONSELICE";2015;289290000;327626000;346391000;92284000;8547000;-24563000;231044000;105625000;117673000
050117;Veneto;"AZIENDA ULSS N.17 MONSELICE";2016;293295000;330241000;345308000;91983000;7900000;-16983000;227878000;110392000;108043000
050118;Veneto;"AZIENDA ULSS N. 5 POLESANA";2012;315971000;384558000;399065000;114988000;12547000;-28597000;199588000;-37895000;230420000
050118;Veneto;"AZIENDA ULSS N. 5 POLESANA";2013;316034000;383245000;397979000;113742000;12054000;-15504000;209453000;21638000;171035000
050118;Veneto;"AZIENDA ULSS N. 5 POLESANA";2014;315658000;385397000;389535000;113667000;11914000;-5610000;223128000;77801000;126374000
050118;Veneto;"AZIENDA ULSS N. 5 POLESANA";2015;317119000;387915000;393169000;113198000;11477000;-13439000;214766000;72415000;121704000
050118;Veneto;"AZIENDA ULSS N. 5 POLESANA";2016;313509000;388794000;393909000;112494000;10600000;-9663000;182836000;76737000;80544000
050119;Veneto;"AZIENDA ULSS N.19 ADRIA";2012;137472000;165675000;159437000;34641000;5750000;-5531000;65723000;-6797000;69930000
050119;Veneto;"AZIENDA ULSS N.19 ADRIA";2013;134885000;161625000;163657000;34288000;5242000;2000;64100000;11153000;46230000
050119;Veneto;"AZIENDA ULSS N.19 ADRIA";2014;137158000;160303000;162773000;33986000;4888000;419000;83139000;34442000;39701000
050119;Veneto;"AZIENDA ULSS N.19 ADRIA";2015;135705000;160451000;162274000;34035000;4364000;107000;81126000;38068000;31971000
050119;Veneto;"AZIENDA ULSS N.19 ADRIA";2016;133968000;161919000;160859000;33720000;4031000;676000;80103000;38414000;29591000
050120;Veneto;"AZIENDA ULSS N.9 SCALIGERA";2012;758866000;837756000;848008000;108327000;10681000;-20475000;266045000;-104238000;350989000
050120;Veneto;"AZIENDA ULSS N.9 SCALIGERA";2013;745521000;824036000;841778000;108272000;10236000;-14828000;273145000;-40164000;295429000
050120;Veneto;"AZIENDA ULSS N.9 SCALIGERA";2014;746388000;823618000;846503000;108249000;9906000;-20253000;264929000;36164000;204856000
050120;Veneto;"AZIENDA ULSS N.9 SCALIGERA";2015;738431000;816208000;843170000;106231000;9757000;-28370000;281799000;52495000;206492000
050120;Veneto;"AZIENDA ULSS N.9 SCALIGERA";2016;736448000;808723000;842064000;105376000;9686000;-39873000;250798000;38034000;188475000
050121;Veneto;"AZIENDA ULSS N. 21 LEGNAGO";2012;247883000;288461000;289291000;86795000;11847000;-5517000;71824000;-71361000;139194000
050121;Veneto;"AZIENDA ULSS N. 21 LEGNAGO";2013;245259000;282713000;284444000;85754000;8713000;-6361000;78237000;-25899000;99160000
050121;Veneto;"AZIENDA ULSS N. 21 LEGNAGO";2014;244914000;279299000;282291000;86362000;8025000;-5666000;96356000;17665000;73426000
050121;Veneto;"AZIENDA ULSS N. 21 LEGNAGO";2015;247075000;280239000;289497000;86254000;7400000;-14596000;97469000;22707000;68325000
050121;Veneto;"AZIENDA ULSS N. 21 LEGNAGO";2016;250118000;284728000;290551000;86896000;6227000;-12408000;92873000;23218000;62815000
050122;Veneto;"AZIENDA ULSS N. 22 BUSSOLENGO";2012;440083000;609156000;599270000;86442000;5876000;4999000;173836000;-4323000;168051000
050122;Veneto;"AZIENDA ULSS N. 22 BUSSOLENGO";2013;447369000;609537000;605933000;83481000;5460000;5344000;189233000;1585000;179601000
050122;Veneto;"AZIENDA ULSS N. 22 BUSSOLENGO";2014;456898000;619750000;613050000;79250000;5212000;20576000;243160000;95541000;136415000
050122;Veneto;"AZIENDA ULSS N. 22 BUSSOLENGO";2015;459834000;628227000;624929000;77657000;5159000;102000;240271000;82366000;146736000
050122;Veneto;"AZIENDA ULSS N. 22 BUSSOLENGO";2016;461859000;636138000;633924000;77386000;5262000;219000;214845000;79142000;121991000
050501;Veneto;"AZIENDA ULSS N.1 DOLOMITI";2017;402167000;464351000;452126000;157113000;12486000;488000;256148000;113493000;113215000
050501;Veneto;"AZIENDA ULSS N.1 DOLOMITI";2018;406646000;466815000;455077000;160476000;12815000;526000;265603000;127274000;110220000
050501;Veneto;"AZIENDA ULSS N.1 DOLOMITI";2019;415337998.21;472472485.86;458792801.05;163695333.12;13021596.63;968217.92;276497365.05;135963889.53;110643827.86
050501;Veneto;"AZIENDA ULSS N.1 DOLOMITI";2020;419655229.33;474332108.59;467249417.49;167670199.65;15043511.13;-4700465.1;279033116.6;139630346.97;110175659.93
050501;Veneto;"AZIENDA ULSS N.1 DOLOMITI";2021;431149207.64;486853230.47;493044131.99;170432840.91;17556190.66;-19077966.18;309304884.04;158263285.98;114055599.41
050501;Veneto;"AZIENDA ULSS N.1 DOLOMITI";2022;452703266.3;519779546.5;518549393.71;174028832.47;18050912.79;-11513780.34;383862957.32;228727227.99;120054870.58
050501;Veneto;"AZIENDA ULSS N.1 DOLOMITI";2023;454224146.88;524579599.24;527050317.77;176360030.99;19430776.32;-12965196.78;367631159.02;218963054.69;108709267.69
050501;Veneto;"AZIENDA ULSS N.1 DOLOMITI";2024;477000041.99;554458022.03;559068358.55;182972408.22;21045104.65;-17726834.18;396743233.3;241501475;116145488.98
050502;Veneto;"AZIENDA ULSS N.2 MARCA TREVIGIANA";2017;1421960000;1592040000;1555140000;417239000;33158000;1497000;880743000;445815000;337333000
050502;Veneto;"AZIENDA ULSS N.2 MARCA TREVIGIANA";2018;1434327000;1594681000;1582439000;422395000;33684000;1527000;868133000;470312000;275546000
050502;Veneto;"AZIENDA ULSS N.2 MARCA TREVIGIANA";2019;1447225344.41;1625469137.73;1596065151.18;422233717.75;35513694.29;1563069.45;865268098.9;481618804.83;263513782.04
050502;Veneto;"AZIENDA ULSS N.2 MARCA TREVIGIANA";2020;1488563603.57;1663413030.45;1632956156.4;437257111.57;36058057.94;136103.88;870420868.25;486531698.08;253016489.59
050502;Veneto;"AZIENDA ULSS N.2 MARCA TREVIGIANA";2021;1538137612.59;1748284704.95;1723318280.93;442446883.5;36199895.66;129489.59;902371090.29;482918216.81;278526981.33
050502;Veneto;"AZIENDA ULSS N.2 MARCA TREVIGIANA";2022;1626030770.64;1832328941.06;1799112136.28;455869656.93;36522604.85;129000;1023616200.7800001;602616131.46;282957246.99
050502;Veneto;"AZIENDA ULSS N.2 MARCA TREVIGIANA";2023;1664826942.07;1881933056.97;1851970820.55;465776145.07;38635273.57;130000;1025211765.4200001;594456001.26;270147867.4
050502;Veneto;"AZIENDA ULSS N.2 MARCA TREVIGIANA";2024;1742488981.95;1983149901.03;1942279524.15;478102627.32;39127786.61;87146.4;1042594252.6600001;601880735.54;299365146.26
050503;Veneto;"AZIENDA ULSS N.3 SERENISSIMA";2017;1115265000;1256553000;1293158000;354577000;27559000;-68778000;596096000;231409000;307461000
050503;Veneto;"AZIENDA ULSS N.3 SERENISSIMA";2018;1098464000;1342344000;1374075000;358804000;28137000;-68819000;607745000;236706000;310238000
050503;Veneto;"AZIENDA ULSS N.3 SERENISSIMA";2019;1124491228.58;1370188158.59;1425016727.81;361776613.25;26374986.54;-66806233.89;609824049.27;230949367.67;300423584.59
050503;Veneto;"AZIENDA ULSS N.3 SERENISSIMA";2020;1132887428.57;1267249872.02;1362938121;372552127.56;26959073.65;-123958828.89;573419803.85;197572271.76;294233513.37
050503;Veneto;"AZIENDA ULSS N.3 SERENISSIMA";2021;1174941518.11;1325674216.85;1445375123.95;376746866.12;28404396.73;-145907747.81;611077768.2;195798242.78;311876082.07
050503;Veneto;"AZIENDA ULSS N.3 SERENISSIMA";2022;1233553199.17;1394346122.55;1519251958.75;393548577.72;29610298.12;-144783585.11;659983291.86;250209109.51;299780882.78
