codice;regione;denominazione;anno;contributi;valoreProduzione;costiProduzione;costoPersonale;ammortamenti;risultatoEsercizio;totaleAttivo;patrimonioNetto;debiti
010201;Piemonte;"AZIENDA SANITARIA LOCALE TO 1";2012;863722000;1025345000;1016625000;138603000;7837000;-4629000;489401000;76285000;400845000
010201;Piemonte;"AZIENDA SANITARIA LOCALE TO 1";2013;818464000;955134000;946870000;133862000;7763000;-4788000;445836000;68991000;365002000
010201;Piemonte;"AZIENDA SANITARIA LOCALE TO 1";2014;815402000;937408000;926766000;130689000;7577000;2000;465297000;74566000;373678000
010201;Piemonte;"AZIENDA SANITARIA LOCALE TO 1";2015;806007000;932716000;926241000;129711000;7292000;-3286000;470714000;140489000;314369000
010201;Piemonte;"AZIENDA SANITARIA LOCALE TO 1";2016;813607000;937169000;924719000;125975000;6731000;2415000;430820000;143037000;266024000
010202;Piemonte;"AZIENDA SANITARIA LOCALE TO 2";2012;793006000;1008452000;1004777000;175155000;12557000;-9339000;762359000;61702000;680037000
010202;Piemonte;"AZIENDA SANITARIA LOCALE TO 2";2013;766791000;971430000;967948000;172202000;11100000;-11249000;706140000;68899000;611392000
010202;Piemonte;"AZIENDA SANITARIA LOCALE TO 2";2014;766493000;961976000;957612000;171513000;9724000;-5666000;674836000;67075000;574581000
010202;Piemonte;"AZIENDA SANITARIA LOCALE TO 2";2015;759098000;972667000;965655000;171001000;8958000;-2301000;592974000;187986000;367252000
010202;Piemonte;"AZIENDA SANITARIA LOCALE TO 2";2016;765713000;965651000;954892000;168429000;7967000;566000;612404000;194194000;378575000
010203;Piemonte;"AZIENDA SANITARIA LOCALE TO3";2012;936470000;1008100000;988106000;200776000;12013000;-5000;551990000;151366000;385023000
010203;Piemonte;"AZIENDA SANITARIA LOCALE TO3";2013;900671000;972056000;949128000;195628000;10225000;3000;568039000;150049000;403193000
010203;Piemonte;"AZIENDA SANITARIA LOCALE TO3";2014;906128000;972770000;954145000;193528000;10318000;-5000;538346000;144999000;374224000
010203;Piemonte;"AZIENDA SANITARIA LOCALE TO3";2015;902436000;974663000;960120000;189771000;10421000;-2274000;537370000;225551000;293893000
010203;Piemonte;"AZIENDA SANITARIA LOCALE TO3";2016;905310000;969304000;947769000;186775000;10983000;7320000;541330000;228728000;292413000
010203;Piemonte;"AZIENDA SANITARIA LOCALE TO3";2017;917213000;986976000;967026000;186351000;10849000;7529000;472296000;229952000;216055000
010203;Piemonte;"AZIENDA SANITARIA LOCALE TO3";2018;920482000;985157000;978805000;187696000;10562000;-1053000;458330000;231347000;201526000
010203;Piemonte;"AZIENDA SANITARIA LOCALE TO3";2019;925343399.64;997262335;1005037355.16;190365850.43;10973161.6;-1814638.32;412450456.31;223366763.9;162123104.08
010203;Piemonte;"AZIENDA SANITARIA LOCALE TO3";2020;942798225.45;1026496103.65;1040981567.38;196423973.13;11919409.08;-24354922.29;409092851.65999997;194401652.42;177763149.24
010203;Piemonte;"AZIENDA SANITARIA LOCALE TO3";2021;991958525.92;1083321022.1;1077049316.31;201275568.54;12889439.12;;401329746.52;217542317;145538729.21
010203;Piemonte;"AZIENDA SANITARIA LOCALE TO3";2022;1020615553.73;1093713672.3;1095113346.72;206274991.73;13255555.01;-13570938.85;463994996.07;261998990.26;159339962.27
010203;Piemonte;"AZIENDA SANITARIA LOCALE TO3";2023;1031037515.45;1108195165.35;1118452102.23;207151597.91;13783665.52;-15849873.27;441348252.85;245477016.63;144027619.45
010203;Piemonte;"AZIENDA SANITARIA LOCALE TO3";2024;1080063543.41;1152594162.2;1154236214.18;215176341.54;13901224.66;-11280620.84;494734491.39;262569926.42;183388792.92
010204;Piemonte;"AZIENDA SANITARIA LOCALE TO4";2012;874271000;986624000;975006000;219482000;13091000;-1000;618814000;48984000;559409000
010204;Piemonte;"AZIENDA SANITARIA LOCALE TO4";2013;842462000;953109000;944469000;216761000;10725000;-2000;529085000;79857000;437091000
010204;Piemonte;"AZIENDA SANITARIA LOCALE TO4";2014;834342000;935862000;927374000;212358000;9722000;348000;481157000;83205000;378981000
010204;Piemonte;"AZIENDA SANITARIA LOCALE TO4";2015;822065000;923957000;917537000;210008000;8405000;-1764000;450405000;169880000;256535000
010204;Piemonte;"AZIENDA SANITARIA LOCALE TO4";2016;823459000;922477000;901145000;208550000;7795000;11925000;453884000;181752000;243679000
010204;Piemonte;"AZIENDA SANITARIA LOCALE TO4";2017;828692000;934947000;920254000;206443000;7867000;3230000;435350000;180311000;222468000
010204;Piemonte;"AZIENDA SANITARIA LOCALE TO4";2018;834174000;934789000;945162000;207750000;7808000;-18892000;392902000;156446000;205741000
010204;Piemonte;"AZIENDA SANITARIA LOCALE TO4";2019;839452133.44;945372178.47;961555709.32;211357868.71;8376373.86;-24848410.32;353016995.15000004;129391941.56;196193956.51
010204;Piemonte;"AZIENDA SANITARIA LOCALE TO4";2020;861949387.64;950908716.93;949007829.11;216251814.84;8750756.62;-13350503.48;382627423.93;139955141.3;195840557.93
010204;Piemonte;"AZIENDA SANITARIA LOCALE TO4";2021;909308506.04;1011422846.72;1009365300.15;225746012.49;8827649.81;-8591253.24;341438577.12999994;133416780.93;162208216.77
010204;Piemonte;"AZIENDA SANITARIA LOCALE TO4";2022;944128021.14;1025893169.08;1028303215.8;227643006.17;8910480.14;-5400502.28;419520703.46999997;172262305.8;190466948.87
010204;Piemonte;"AZIENDA SANITARIA LOCALE TO4";2023;954232697.21;1050885977.6;1054692649.07;233208562.36;9637835.32;-10765290.59;411916573.19;184570993.38;168494661.67
010204;Piemonte;"AZIENDA SANITARIA LOCALE TO4";2024;1016081121.18;1112310371.37;1110193835.47;246135632.89;10853403.94;-9665410.17;518247990.73;248542121.6;211484746.33
010205;Piemonte;"AZIENDA SANITARIA LOCALE TO5 DI CHIERI";2012;479182000;567204000;556683000;115631000;5684000;8000;270999000;25016000;235516000
010205;Piemonte;"AZIENDA SANITARIA LOCALE TO5 DI CHIERI";2013;472517000;552552000;542744000;114229000;6134000;1000;276357000;21626000;240432000
010205;Piemonte;"AZIENDA SANITARIA LOCALE TO5 DI CHIERI";2014;463656000;547743000;540372000;111682000;5955000;3000;261697000;21537000;220682000
010205;Piemonte;"AZIENDA SANITARIA LOCALE TO5 DI CHIERI";2015;462962000;546322000;539706000;110255000;5369000;-1264000;250538000;65164000;165950000
010205;Piemonte;"AZIENDA SANITARIA LOCALE TO5 DI CHIERI";2016;469525000;548604000;546827000;108686000;5039000;-3213000;243856000;61953000;162811000
010205;Piemonte;"AZIENDA SANITARIA LOCALE TO5 DI CHIERI";2017;484235000;563227000;556102000;107578000;4909000;9000;239695000;65070000;151822000
010205;Piemonte;"AZIENDA SANITARIA LOCALE TO5 DI CHIERI";2018;486607000;569654000;577124000;109410000;4895000;7000;212592000;68749000;116694000
010205;Piemonte;"AZIENDA SANITARIA LOCALE TO5 DI CHIERI";2019;489735060.71;580756605.91;589932450.61;114035668.59;5393985.47;-14460441.11;200822192.68;55323552.14;113320499.41
010205;Piemonte;"AZIENDA SANITARIA LOCALE TO5 DI CHIERI";2020;503227374.86;587506288.86;593110967.9;120755764.35;5963675.51;-14504039.45;214478552.91;45748489.04;134625173.16
010205;Piemonte;"AZIENDA SANITARIA LOCALE TO5 DI CHIERI";2021;538503806.06;636714606.62;637842389.19;121971073.04;6374608.55;-5726621.64;210551293.07000002;48472054.1;122927876.31
010205;Piemonte;"AZIENDA SANITARIA LOCALE TO5 DI CHIERI";2022;549787371.26;646159668.09;649715475.94;128446627.75;6673942.44;-4971244.44;229893803.15;66772743.25;120815602.54
010205;Piemonte;"AZIENDA SANITARIA LOCALE TO5 DI CHIERI";2023;554824682.54;653365385.24;676301116.71;128971712.55;6732964.55;-23866878.88;230056542.03;51828213.77;135212161.99
010205;Piemonte;"AZIENDA SANITARIA LOCALE TO5 DI CHIERI";2024;585766078.56;692028188.64;711637652.96;137182910.64;7028697.6;-23250661.36;232991595.94;64142347.52;133011686.86
010206;Piemonte;"AZIENDA SANITARIA LOCALE VC DI VERCELLI";2012;316040000;368788000;360393000;109321000;8123000;-86000;240992000;91802000;131786000
010206;Piemonte;"AZIENDA SANITARIA LOCALE VC DI VERCELLI";2013;301814000;353200000;348927000;107171000;7364000;-57000;254240000;86715000;150530000
010206;Piemonte;"AZIENDA SANITARIA LOCALE VC DI VERCELLI";2014;305347000;354704000;348148000;105197000;7035000;-3000;265646000;87746000;159117000
010206;Piemonte;"AZIENDA SANITARIA LOCALE VC DI VERCELLI";2015;303943000;353150000;348708000;103380000;6415000;-515000;262342000;123627000;119819000
010206;Piemonte;"AZIENDA SANITARIA LOCALE VC DI VERCELLI";2016;304703000;349848000;344835000;103357000;5921000;348000;228641000;120862000;88968000
010206;Piemonte;"AZIENDA SANITARIA LOCALE VC DI VERCELLI";2017;310172000;359855000;353024000;102970000;5631000;1785000;228627000;118122000;94474000
010206;Piemonte;"AZIENDA SANITARIA LOCALE VC DI VERCELLI";2018;311727000;359972000;362482000;104667000;5383000;-5271000;209198000;109554000;83242000
010206;Piemonte;"AZIENDA SANITARIA LOCALE VC DI VERCELLI";2019;313894986.97;364194550.52;373529295.88;107005476.78;5238074.48;-2477328.47;195655272.77;103797517.29;79024346.99
010206;Piemonte;"AZIENDA SANITARIA LOCALE VC DI VERCELLI";2020;335572667.22;375574262.6;386602879.91;114116871.08;5680456.78;-14549976.19;200294810.34;98980039.01;86949878.59
010206;Piemonte;"AZIENDA SANITARIA LOCALE VC DI VERCELLI";2021;352150006.28;401338951.34;406841820.89;115852672;6396824.56;-9517246.74;202376332.35;97706470.03;85817837.34
010206;Piemonte;"AZIENDA SANITARIA LOCALE VC DI VERCELLI";2022;324325446.2;395018849.23;412084762.05;115073308.91;6636306.15;-23178622.75;228424885.77;93977490;115283949.62
010206;Piemonte;"AZIENDA SANITARIA LOCALE VC DI VERCELLI";2023;329922986.91;398236877.21;428180358.94;118682245.86;7289072.53;-36043979.98;222005674.75;75788449.1;120200117.34
010206;Piemonte;"AZIENDA SANITARIA LOCALE VC DI VERCELLI";2024;344464077.47;398558191.54;438688914.53;119623446.79;8117085.29;-39768667.66;193836572.1;84725729.26;87531414.41
010207;Piemonte;"AZIENDA SANITARIA LOCALE DI BIELLA";2012;288060000;314770000;309142000;98871000;3229000;-3694000;291231000;130332000;157003000
010207;Piemonte;"AZIENDA SANITARIA LOCALE DI BIELLA";2013;285821000;315110000;307146000;97267000;3025000;-4000;256783000;127602000;125123000
010207;Piemonte;"AZIENDA SANITARIA LOCALE DI BIELLA";2014;297587000;327530000;322019000;97396000;5973000;-1971000;276461000;128630000;142506000
010207;Piemonte;"AZIENDA SANITARIA LOCALE DI BIELLA";2015;299267000;333854000;332317000;95474000;9284000;-6442000;312054000;168590000;136994000
010207;Piemonte;"AZIENDA SANITARIA LOCALE DI BIELLA";2016;299218000;330214000;322141000;96753000;9366000;-7000;286516000;168579000;109246000
010207;Piemonte;"AZIENDA SANITARIA LOCALE DI BIELLA";2017;304239000;337474000;326233000;97041000;9491000;3833000;281550000;183868000;86167000
010207;Piemonte;"AZIENDA SANITARIA LOCALE DI BIELLA";2018;305707000;338707000;332560000;98326000;9512000;191000;267787000;178097000;76420000
010207;Piemonte;"AZIENDA SANITARIA LOCALE DI BIELLA";2019;306736962;341774895.93;334870302.98;99875942.53;9084131.03;21008.51;266761007.73000002;172334567.56;81027936.24
010207;Piemonte;"AZIENDA SANITARIA LOCALE DI BIELLA";2020;306219422.64;335346615.67;329530429.46;102325186.07;8582598.93;-774452.73;258021944.12999997;171576841.12;70645220
010207;Piemonte;"AZIENDA SANITARIA LOCALE DI BIELLA";2021;321640630.19;354707155.01;349020653.39;104194848.22;8866500.48;15089.12;266555651.94000003;169456165.61;73335442.84
010207;Piemonte;"AZIENDA SANITARIA LOCALE DI BIELLA";2022;334094613.99;369454241.61;368938999.14;109818383.04;8809432.65;-6066449.08;285938600.73999995;177651992.83;82605819.85
010207;Piemonte;"AZIENDA SANITARIA LOCALE DI BIELLA";2023;337289680.44;375205715.4;376830803.18;110379752.71;8805097.18;-7506360.65;289732273.62;170308250.91;88793627.36
010207;Piemonte;"AZIENDA SANITARIA LOCALE DI BIELLA";2024;344524429.31;386184273.98;393430342.22;112340642.47;8999667.02;-14668217.37;271070767.21;159118833.62;85477360.44
010208;Piemonte;"AZIENDA SANITARIA LOCALE NO DI NOVARA";2012;519989000;585131000;575531000;89913000;5474000;-4000;262839000;35137000;219186000
010208;Piemonte;"AZIENDA SANITARIA LOCALE NO DI NOVARA";2013;501931000;567404000;559360000;88018000;5313000;-2856000;255529000;31298000;215741000
010208;Piemonte;"AZIENDA SANITARIA LOCALE NO DI NOVARA";2014;502029000;566155000;557851000;87079000;5113000;-2000;236310000;32686000;190267000
010208;Piemonte;"AZIENDA SANITARIA LOCALE NO DI NOVARA";2015;501259000;563824000;560297000;87192000;4896000;-878000;232722000;70194000;146110000
010208;Piemonte;"AZIENDA SANITARIA LOCALE NO DI NOVARA";2016;508738000;572418000;563901000;87794000;4651000;2550000;233656000;71743000;147439000
010208;Piemonte;"AZIENDA SANITARIA LOCALE NO DI NOVARA";2017;517932000;582198000;572868000;88104000;4638000;2338000;222867000;73380000;132341000
010208;Piemonte;"AZIENDA SANITARIA LOCALE NO DI NOVARA";2018;528310000;595261000;592452000;91077000;4722000;1737000;201552000;71863000;112443000
010208;Piemonte;"AZIENDA SANITARIA LOCALE NO DI NOVARA";2019;535592558.26;603801399.48;603440869.6;93640107.23;5027720.47;1236058.85;159953373.74;60412237.09;87211103.37
010208;Piemonte;"AZIENDA SANITARIA LOCALE NO DI NOVARA";2020;536971794.01;591267559.08;602506421.95;98026006.23;5371273.17;-19334209.28;150734393.4;45333427.13;82206746.32
010208;Piemonte;"AZIENDA SANITARIA LOCALE NO DI NOVARA";2021;566743025.59;640869740.8;631579809.99;100296183.09;5937831.53;4991243.98;177096232.45000002;60426981.06;87560477.58
010208;Piemonte;"AZIENDA SANITARIA LOCALE NO DI NOVARA";2022;583179134.32;673401273.69;677360555.66;103031196.84;6391042.61;-5999990.15;223147415.91;102066297.78;89319286.53
010208;Piemonte;"AZIENDA SANITARIA LOCALE NO DI NOVARA";2023;593699762.48;695244062.44;711570542.64;101914444.96;6824042.85;-17044136.48;227125703.47;87690618.39;99713077.19
010208;Piemonte;"AZIENDA SANITARIA LOCALE NO DI NOVARA";2024;625312024.18;791286508.34;797838714.28;106821406.61;7440298.36;-13555376.69;299712355.19;95085941.48;168058879.49
010209;Piemonte;"AZIENDA SANITARIA LOCALE DEL VERBANO CUSIO OSSOLA";2012;308482000;373690000;367692000;95657000;7136000;-3175000;219938000;41589000;172707000
010209;Piemonte;"AZIENDA SANITARIA LOCALE DEL VERBANO CUSIO OSSOLA";2013;304023000;363262000;355188000;93192000;6557000;4000;232766000;42983000;179067000
010209;Piemonte;"AZIENDA SANITARIA LOCALE DEL VERBANO CUSIO OSSOLA";2014;294718000;353049000;346191000;92372000;5908000;2000;219968000;44054000;164067000
010209;Piemonte;"AZIENDA SANITARIA LOCALE DEL VERBANO CUSIO OSSOLA";2015;298251000;358471000;353408000;90880000;5956000;-419000;200884000;76658000;109204000
010209;Piemonte;"AZIENDA SANITARIA LOCALE DEL VERBANO CUSIO OSSOLA";2016;298744000;359072000;352348000;90197000;6223000;1425000;202615000;76041000;112048000
010209;Piemonte;"AZIENDA SANITARIA LOCALE DEL VERBANO CUSIO OSSOLA";2017;300686000;357944000;353178000;89786000;5990000;1000;179307000;74486000;88257000
010209;Piemonte;"AZIENDA SANITARIA LOCALE DEL VERBANO CUSIO OSSOLA";2018;302801000;360341000;354757000;89893000;6032000;-3000;169435000;71167000;80806000
010209;Piemonte;"AZIENDA SANITARIA LOCALE DEL VERBANO CUSIO OSSOLA";2019;304864833.74;363584167.75;359047512.5;91407360.08;5703734.32;;160348468.15;69537703.72;78135926.64
010209;Piemonte;"AZIENDA SANITARIA LOCALE DEL VERBANO CUSIO OSSOLA";2020;307893827.46;351757274.58;371055264.02;97342359.72;5718246.39;-26861110.23;149037506.72;45959059.54;77735715.87
010209;Piemonte;"AZIENDA SANITARIA LOCALE DEL VERBANO CUSIO OSSOLA";2021;327911049.98;385200464.76;389836778.5;98207953.32;6319704.44;-9581236.93;146220512.34;47740120.19;73524789.1
010209;Piemonte;"AZIENDA SANITARIA LOCALE DEL VERBANO CUSIO OSSOLA";2022;325175938.71;382788942.94;403397817.06;99942427.92;6547336.86;-24580180.2;157198523.05;58306935.31;82160701.63
010209;Piemonte;"AZIENDA SANITARIA LOCALE DEL VERBANO CUSIO OSSOLA";2023;331542834.18;392080849.14;420143482.77;102177307.16;7589912.78;-33119720.52;150373767.41;37681165.1;95469742.21
010209;Piemonte;"AZIENDA SANITARIA LOCALE DEL VERBANO CUSIO OSSOLA";2024;340751800.99;404174444.62;441084850.3;105425382.48;7553665.64;-42383649.12;163307823.08;35272946.22;110798817.53
010210;Piemonte;"AZIENDA SANITARIA LOCALE CN1";2012;696635000;760247000;745968000;202919000;11418000;-3487000;444458000;44378000;385116000
010210;Piemonte;"AZIENDA SANITARIA LOCALE CN1";2013;682104000;740533000;721789000;199407000;10628000;-3000;321718000;38907000;261421000
010210;Piemonte;"AZIENDA SANITARIA LOCALE CN1";2014;676076000;727413000;713946000;195046000;9756000;2000;316454000;37953000;251842000
010210;Piemonte;"AZIENDA SANITARIA LOCALE CN1";2015;677891000;729589000;720357000;195770000;9329000;-1370000;331442000;142065000;164384000
010210;Piemonte;"AZIENDA SANITARIA LOCALE CN1";2016;685778000;731099000;718033000;195181000;9261000;3036000;362323000;145747000;188524000
010210;Piemonte;"AZIENDA SANITARIA LOCALE CN1";2017;698007000;749969000;734326000;193735000;9159000;2308000;340091000;143154000;162317000
010210;Piemonte;"AZIENDA SANITARIA LOCALE CN1";2018;700097000;751443000;753950000;198016000;9354000;-6639000;307790000;134920000;140877000
010210;Piemonte;"AZIENDA SANITARIA LOCALE CN1";2019;707861587.89;761854322.92;763044426.93;200327782.36;9816158.58;-5488691.23;298011411.31;130102121.13;137496685.28
010210;Piemonte;"AZIENDA SANITARIA LOCALE CN1";2020;727427640.81;767099040.46;756210777.3;203376527;10333239.43;-1516652.2;310146075.18;145678545.28;128053023.66
010210;Piemonte;"AZIENDA SANITARIA LOCALE CN1";2021;770170783.58;820191972.46;818869322.25;206351928.53;11067400.65;-3799189.73;323994671.33;153034497.59;126137696.49
010210;Piemonte;"AZIENDA SANITARIA LOCALE CN1";2022;793785055.06;844687881.08;846382285.7;209974462.84;11523910.31;-7556230.86;367857772.49;177799018.51;139574835.51
010210;Piemonte;"AZIENDA SANITARIA LOCALE CN1";2023;774836151.61;849364602.87;861664638.08;213600000;11646618.08;-17419451.91;361670117.62;164394827.63;136398093.24
010210;Piemonte;"AZIENDA SANITARIA LOCALE CN1";2024;806331435.23;888015317.8;889133614.63;219474981.49;12028451.6;-7852768.13;364128015.24;186692273.89;132087431.61
010211;Piemonte;"AZIENDA SANITARIA LOCALE CN2";2012;266264000;313350000;305377000;88243000;5292000;-1000;255400000;84309000;162508000
010211;Piemonte;"AZIENDA SANITARIA LOCALE CN2";2013;263874000;308103000;300945000;86490000;4971000;24000;266388000;105760000;147217000
010211;Piemonte;"AZIENDA SANITARIA LOCALE CN2";2014;258004000;301808000;295782000;85182000;4615000;41000;256804000;111032000;129928000
010211;Piemonte;"AZIENDA SANITARIA LOCALE CN2";2015;266905000;300188000;295724000;84213000;4392000;-260000;285106000;175649000;93676000
010211;Piemonte;"AZIENDA SANITARIA LOCALE CN2";2016;262521000;307691000;300245000;83787000;4386000;4312000;284843000;179810000;88316000
010211;Piemonte;"AZIENDA SANITARIA LOCALE CN2";2017;270994000;319297000;312171000;83396000;3904000;2589000;297819000;197424000;74786000
010211;Piemonte;"AZIENDA SANITARIA LOCALE CN2";2018;270265000;317524000;315997000;84969000;3863000;208000;311250000;226004000;61846000
010211;Piemonte;"AZIENDA SANITARIA LOCALE CN2";2019;275823079.03;324795532.96;323226094.3;85941466.34;4060988.21;165417.44;314432924.98;226320595.8;62544138.75
010211;Piemonte;"AZIENDA SANITARIA LOCALE CN2";2020;278972910.21;322633122.69;336533347.82;85980106.48;8481853.31;-16858271.84;311697743.40999997;215297378.6;70437179.83
010211;Piemonte;"AZIENDA SANITARIA LOCALE CN2";2021;307875425.61;368773210.26;378926261.08;91268062.96;13788005.43;-8697279.32;296382897.32;208298763.78;63831411.39
010211;Piemonte;"AZIENDA SANITARIA LOCALE CN2";2022;327560285.52;391137769.94;397661229.59;103139909.85;14969035.58;33896.96;302378432.09;217762954.83;66815993.97
010211;Piemonte;"AZIENDA SANITARIA LOCALE CN2";2023;342901268.9;410206720.31;419219290.66;116688258.5;15900838.84;-13710176.87;302546848.29;205381729.24;75366567.73
010211;Piemonte;"AZIENDA SANITARIA LOCALE CN2";2024;348020773.47;416937536.76;443132550.97;126731142.42;16128611.77;-33694328.31;287799322.49;180616350.82;84250336.21
010212;Piemonte;"AZIENDA SANITARIA LOCALE DI ASTI - ASL AT";2012;367765000;487141000;478767000;112354000;11812000;-162000;326505000;76388000;245979000
010212;Piemonte;"AZIENDA SANITARIA LOCALE DI ASTI - ASL AT";2013;356218000;479629000;471781000;111960000;11394000;-216000;360359000;73355000;283761000
010212;Piemonte;"AZIENDA SANITARIA LOCALE DI ASTI - ASL AT";2014;349020000;481188000;473491000;110955000;10151000;-2000;304034000;73831000;225328000
010212;Piemonte;"AZIENDA SANITARIA LOCALE DI ASTI - ASL AT";2015;347694000;487779000;482297000;109506000;7956000;-927000;315288000;121134000;188401000
010212;Piemonte;"AZIENDA SANITARIA LOCALE DI ASTI - ASL AT";2016;351017000;494752000;485809000;108796000;7260000;1395000;327173000;119607000;199573000
010212;Piemonte;"AZIENDA SANITARIA LOCALE DI ASTI - ASL AT";2017;354707000;507560000;498941000;108990000;7148000;473000;295193000;116273000;165206000
010212;Piemonte;"AZIENDA SANITARIA LOCALE DI ASTI - ASL AT";2018;358627000;525369000;520820000;110877000;6495000;970000;310651000;140087000;161952000
010212;Piemonte;"AZIENDA SANITARIA LOCALE DI ASTI - ASL AT";2019;359796200.64;538983584.29;533987562.92;112139662.81;5764740.7;1142956.5;282769476.11;138235501.74;136250633.02
010212;Piemonte;"AZIENDA SANITARIA LOCALE DI ASTI - ASL AT";2020;366325851.06;556835384.68;550633610.95;115380924.51;5597642.25;-1821255.41;292840276.90999997;136353175.62;145919192.88
010212;Piemonte;"AZIENDA SANITARIA LOCALE DI ASTI - ASL AT";2021;380530404.94;600932552.45;596321964.38;118032709.37;5804651.3;-821194.03;307948990.72;147865302.58;148016230.41
010212;Piemonte;"AZIENDA SANITARIA LOCALE DI ASTI - ASL AT";2022;382106956.45;636522350.55;632932384.12;119924139.85;5943161.7;-2316028.26;355564695.48;179822743.54;162357138.93
010212;Piemonte;"AZIENDA SANITARIA LOCALE DI ASTI - ASL AT";2023;389120978.41;662315056.45;666014774.82;122923766.89;6029212.13;-3890441.43;350854946.67;176287021.9;156866888.65
010212;Piemonte;"AZIENDA SANITARIA LOCALE DI ASTI - ASL AT";2024;400774028.17;697503334.57;711154914.02;127907018.83;6213449.67;-18553080.89;339487313.77;161544675.24;162771081.08
010213;Piemonte;"AZIENDA SANITARIA LOCALE AL DI ALESSANDRIA";2012;777966000;862147000;851970000;210959000;15429000;-5304000;504276000;93926000;400681000
010213;Piemonte;"AZIENDA SANITARIA LOCALE AL DI ALESSANDRIA";2013;746139000;832846000;828377000;206017000;15403000;-9653000;459209000;81797000;362916000
010213;Piemonte;"AZIENDA SANITARIA LOCALE AL DI ALESSANDRIA";2014;757430000;837268000;823953000;204393000;15057000;-3905000;435339000;74523000;340131000
010213;Piemonte;"AZIENDA SANITARIA LOCALE AL DI ALESSANDRIA";2015;754145000;837753000;823528000;199779000;14727000;-1000;411794000;162864000;224055000
010213;Piemonte;"AZIENDA SANITARIA LOCALE AL DI ALESSANDRIA";2016;756808000;831889000;814746000;198473000;13874000;1132000;383042000;159263000;199442000
010213;Piemonte;"AZIENDA SANITARIA LOCALE AL DI ALESSANDRIA";2017;760415000;839027000;825138000;195096000;10153000;649000;370057000;157109000;183815000
010213;Piemonte;"AZIENDA SANITARIA LOCALE AL DI ALESSANDRIA";2018;765663000;841247000;837753000;194029000;9610000;84000;337660000;155571000;158346000
010213;Piemonte;"AZIENDA SANITARIA LOCALE AL DI ALESSANDRIA";2019;770876121.81;847870576.74;842510940.64;195149938.22;8492318.78;-2421295.16;343057436.02;155867204.68;167925086.25
010213;Piemonte;"AZIENDA SANITARIA LOCALE AL DI ALESSANDRIA";2020;778078836.84;837773353.88;841583997.08;196300835.95;8959444.87;-15046801.77;350554534.03;143413519.44;178134269.08
010213;Piemonte;"AZIENDA SANITARIA LOCALE AL DI ALESSANDRIA";2021;810042952.02;882005430.17;880626794.11;195770284.38;9799532.04;-7988711.48;387569215.29999995;148541165.14;192267500
010213;Piemonte;"AZIENDA SANITARIA LOCALE AL DI ALESSANDRIA";2022;792913778.13;887817969.99;908693221.46;196475971.6;10797894.85;-33620263.75;384193896.75;121626353.32;220275816.94
010213;Piemonte;"AZIENDA SANITARIA LOCALE AL DI ALESSANDRIA";2023;819305377.18;912162410.47;928543306.67;200976751.53;11574126.7;-24357668.14;429057210.22;169412471.85;211644330.13
010213;Piemonte;"AZIENDA SANITARIA LOCALE AL DI ALESSANDRIA";2024;838462873.26;923954801.97;968055033.32;203933553.58;12221001.53;-57758526.28;412014457.96;161136502.1;209108177.02
010301;Piemonte;"AZIENDA SANITARIA LOCALE CITTA' DI TORINO";2017;1570476000;1819485000;1802415000;292229000;14014000;-8385000;933876000;258530000;611183000
010301;Piemonte;"AZIENDA SANITARIA LOCALE CITTA' DI TORINO";2018;1586566000;1831955000;1835859000;296203000;16750000;-10002000;845306000;240543000;549585000
010301;Piemonte;"AZIENDA SANITARIA LOCALE CITTA' DI TORINO";2019;1596382302.7;1858918153.39;1857800614.9;302724171.13;14332413.91;-8326006.36;776301942.64;231230126.85;493111512.96
010301;Piemonte;"AZIENDA SANITARIA LOCALE CITTA' DI TORINO";2020;1641267457.14;1864753944.02;1881241440.59;314876391.61;15178121.82;-36808888.41;850935810.8;225296665.11;535833152.08
010301;Piemonte;"AZIENDA SANITARIA LOCALE CITTA' DI TORINO";2021;1718484543.24;2004123547.25;2013869111.52;323707576.02;16103110.28;-8006308.11;923968803.9800001;243725189.08;561004482.39
010301;Piemonte;"AZIENDA SANITARIA LOCALE CITTA' DI TORINO";2022;1600978639.69;1949732624.23;2023904036.56;326458075.26;16934115.59;-61302898.27;933864303.51;189461385.44;652009981.27
010301;Piemonte;"AZIENDA SANITARIA LOCALE CITTA' DI TORINO";2023;1654438958.24;1986213950.77;2053114030.36;330297001.76;17751537.57;-72858965.57;953635678.18;211372901.21;635334132.16
010301;Piemonte;"AZIENDA SANITARIA LOCALE CITTA' DI TORINO";2024;1720647509.16;2007612639.76;2106926649.22;348902846.68;18869792.31;-97414257.9;950956847.3;260397592.1;600475087.27
010900;Piemonte;"AZIENDA SANITARIA ZERO DELLA REGIONE PIEMONTE";2022;2093481;1989189.01;1977588.82;;7482.44;;2052686;104291.99;1043532.17
010900;Piemonte;"AZIENDA SANITARIA ZERO DELLA REGIONE PIEMONTE";2023;171285223.66;170889820.4;170780169.52;628875.99;116269.32;0.07;50322536.22;898400.02;30828664.18
010900;Piemonte;"AZIENDA SANITARIA ZERO DELLA REGIONE PIEMONTE";2024;171009225.91;179675911.11;180788787.02;2976046.06;689211.11;;118184539.11;43074467.72;44067872.81
010904;Piemonte;"AZIENDA OSPEDALIERO UNIVERSITARIA S. LUIGI GONZAGA";2012;35019000;153465000;150866000;69083000;4253000;-2589000;133539000;27395000;100280000
